timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1648539450984,514,GetById,200,OK,Web Service Employee 1-1,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,31,0,23
1648539450984,32,GetById-0,307,Temporary Redirect,Web Service Employee 1-1,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,31,0,23
1648539451019,479,GetById-1,200,OK,Web Service Employee 1-1,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,478,0,471
1648539451503,7,GetDetails,200,OK,Web Service Employee 1-1,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,2,0,0
1648539451503,2,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-1,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,2,0,0
1648539451505,5,GetDetails-1,200,OK,Web Service Employee 1-1,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,5,0,0
1648539451511,3,GetById,200,OK,Web Service Employee 1-1,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539451511,1,GetById-0,307,Temporary Redirect,Web Service Employee 1-1,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539451512,2,GetById-1,200,OK,Web Service Employee 1-1,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,2,0,0
1648539451514,2,GetDetails,200,OK,Web Service Employee 1-1,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539451514,1,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-1,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539451515,1,GetDetails-1,200,OK,Web Service Employee 1-1,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539451517,1,GetById,200,OK,Web Service Employee 1-1,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539451517,0,GetById-0,307,Temporary Redirect,Web Service Employee 1-1,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539451517,1,GetById-1,200,OK,Web Service Employee 1-1,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539451519,1,GetDetails,200,OK,Web Service Employee 1-1,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539451519,0,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-1,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539451519,1,GetDetails-1,200,OK,Web Service Employee 1-1,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539451521,1,GetById,200,OK,Web Service Employee 1-1,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539451521,0,GetById-0,307,Temporary Redirect,Web Service Employee 1-1,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539451521,1,GetById-1,200,OK,Web Service Employee 1-1,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539451523,1,GetDetails,200,OK,Web Service Employee 1-1,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539451523,0,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-1,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539451523,1,GetDetails-1,200,OK,Web Service Employee 1-1,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539451525,1,GetById,200,OK,Web Service Employee 1-1,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539451525,0,GetById-0,307,Temporary Redirect,Web Service Employee 1-1,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539451525,1,GetById-1,200,OK,Web Service Employee 1-1,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539451526,2,GetDetails,200,OK,Web Service Employee 1-1,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539451526,1,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-1,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539451527,1,GetDetails-1,200,OK,Web Service Employee 1-1,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539451529,1,GetById,200,OK,Web Service Employee 1-1,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539451529,0,GetById-0,307,Temporary Redirect,Web Service Employee 1-1,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539451529,1,GetById-1,200,OK,Web Service Employee 1-1,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539451531,1,GetDetails,200,OK,Web Service Employee 1-1,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539451531,0,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-1,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539451531,1,GetDetails-1,200,OK,Web Service Employee 1-1,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539452896,22,GetById,200,OK,Web Service Employee 1-2,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,2,0,2
1648539452896,2,GetById-0,307,Temporary Redirect,Web Service Employee 1-2,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,2,0,2
1648539452900,18,GetById-1,200,OK,Web Service Employee 1-2,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,18,0,16
1648539452919,2,GetDetails,200,OK,Web Service Employee 1-2,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539452919,0,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-2,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539452919,2,GetDetails-1,200,OK,Web Service Employee 1-2,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,2,0,0
1648539452921,2,GetById,200,OK,Web Service Employee 1-2,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539452921,1,GetById-0,307,Temporary Redirect,Web Service Employee 1-2,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539452922,1,GetById-1,200,OK,Web Service Employee 1-2,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539452923,3,GetDetails,200,OK,Web Service Employee 1-2,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539452923,1,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-2,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539452924,2,GetDetails-1,200,OK,Web Service Employee 1-2,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,2,0,0
1648539452927,3,GetById,200,OK,Web Service Employee 1-2,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539452927,0,GetById-0,307,Temporary Redirect,Web Service Employee 1-2,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539452928,2,GetById-1,200,OK,Web Service Employee 1-2,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539452930,3,GetDetails,200,OK,Web Service Employee 1-2,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539452930,1,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-2,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539452931,2,GetDetails-1,200,OK,Web Service Employee 1-2,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,2,0,0
1648539452934,3,GetById,200,OK,Web Service Employee 1-2,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539452934,1,GetById-0,307,Temporary Redirect,Web Service Employee 1-2,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539452935,2,GetById-1,200,OK,Web Service Employee 1-2,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,2,0,0
1648539452938,4,GetDetails,200,OK,Web Service Employee 1-2,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539452938,1,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-2,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539452939,3,GetDetails-1,200,OK,Web Service Employee 1-2,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,3,0,0
1648539452943,3,GetById,200,OK,Web Service Employee 1-2,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539452943,1,GetById-0,307,Temporary Redirect,Web Service Employee 1-2,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539452944,2,GetById-1,200,OK,Web Service Employee 1-2,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,2,0,0
1648539452947,2,GetDetails,200,OK,Web Service Employee 1-2,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539452947,0,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-2,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539452947,2,GetDetails-1,200,OK,Web Service Employee 1-2,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,2,0,0
1648539452950,2,GetById,200,OK,Web Service Employee 1-2,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539452950,0,GetById-0,307,Temporary Redirect,Web Service Employee 1-2,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539452950,2,GetById-1,200,OK,Web Service Employee 1-2,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539452952,1,GetDetails,200,OK,Web Service Employee 1-2,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539452952,0,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-2,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539452952,1,GetDetails-1,200,OK,Web Service Employee 1-2,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539454895,21,GetById,200,OK,Web Service Employee 1-3,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,1
1648539454895,1,GetById-0,307,Temporary Redirect,Web Service Employee 1-3,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,1,0,1
1648539454897,19,GetById-1,200,OK,Web Service Employee 1-3,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,19,0,18
1648539454917,3,GetDetails,200,OK,Web Service Employee 1-3,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539454917,0,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-3,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539454917,3,GetDetails-1,200,OK,Web Service Employee 1-3,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,3,0,0
1648539454921,3,GetById,200,OK,Web Service Employee 1-3,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539454921,1,GetById-0,307,Temporary Redirect,Web Service Employee 1-3,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539454922,2,GetById-1,200,OK,Web Service Employee 1-3,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,2,0,0
1648539454924,3,GetDetails,200,OK,Web Service Employee 1-3,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539454924,1,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-3,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539454925,2,GetDetails-1,200,OK,Web Service Employee 1-3,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,2,0,0
1648539454928,1,GetById,200,OK,Web Service Employee 1-3,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539454928,0,GetById-0,307,Temporary Redirect,Web Service Employee 1-3,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539454928,1,GetById-1,200,OK,Web Service Employee 1-3,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539454930,2,GetDetails,200,OK,Web Service Employee 1-3,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539454930,0,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-3,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539454930,2,GetDetails-1,200,OK,Web Service Employee 1-3,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,2,0,0
1648539454933,4,GetById,200,OK,Web Service Employee 1-3,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539454933,1,GetById-0,307,Temporary Redirect,Web Service Employee 1-3,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539454934,3,GetById-1,200,OK,Web Service Employee 1-3,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,2,0,0
1648539454937,2,GetDetails,200,OK,Web Service Employee 1-3,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539454937,1,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-3,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539454938,1,GetDetails-1,200,OK,Web Service Employee 1-3,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539454940,2,GetById,200,OK,Web Service Employee 1-3,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539454940,0,GetById-0,307,Temporary Redirect,Web Service Employee 1-3,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539454940,2,GetById-1,200,OK,Web Service Employee 1-3,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,2,0,0
1648539454943,2,GetDetails,200,OK,Web Service Employee 1-3,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539454943,1,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-3,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539454944,1,GetDetails-1,200,OK,Web Service Employee 1-3,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539454946,3,GetById,200,OK,Web Service Employee 1-3,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539454946,0,GetById-0,307,Temporary Redirect,Web Service Employee 1-3,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539454946,3,GetById-1,200,OK,Web Service Employee 1-3,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,2,0,0
1648539454949,2,GetDetails,200,OK,Web Service Employee 1-3,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539454949,1,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-3,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539454950,1,GetDetails-1,200,OK,Web Service Employee 1-3,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539456894,18,GetById,200,OK,Web Service Employee 1-4,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,2,0,1
1648539456894,2,GetById-0,307,Temporary Redirect,Web Service Employee 1-4,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,2,0,1
1648539456897,15,GetById-1,200,OK,Web Service Employee 1-4,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,15,0,14
1648539456913,2,GetDetails,200,OK,Web Service Employee 1-4,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539456913,0,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-4,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539456913,2,GetDetails-1,200,OK,Web Service Employee 1-4,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,2,0,0
1648539456915,2,GetById,200,OK,Web Service Employee 1-4,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539456915,1,GetById-0,307,Temporary Redirect,Web Service Employee 1-4,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539456916,1,GetById-1,200,OK,Web Service Employee 1-4,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539456917,2,GetDetails,200,OK,Web Service Employee 1-4,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539456917,1,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-4,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539456918,1,GetDetails-1,200,OK,Web Service Employee 1-4,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539456919,1,GetById,200,OK,Web Service Employee 1-4,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539456919,0,GetById-0,307,Temporary Redirect,Web Service Employee 1-4,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539456919,1,GetById-1,200,OK,Web Service Employee 1-4,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539456921,1,GetDetails,200,OK,Web Service Employee 1-4,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539456921,0,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-4,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539456921,1,GetDetails-1,200,OK,Web Service Employee 1-4,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539456922,1,GetById,200,OK,Web Service Employee 1-4,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539456922,0,GetById-0,307,Temporary Redirect,Web Service Employee 1-4,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539456922,1,GetById-1,200,OK,Web Service Employee 1-4,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539456923,2,GetDetails,200,OK,Web Service Employee 1-4,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539456923,1,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-4,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539456924,1,GetDetails-1,200,OK,Web Service Employee 1-4,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539456926,1,GetById,200,OK,Web Service Employee 1-4,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539456926,0,GetById-0,307,Temporary Redirect,Web Service Employee 1-4,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539456926,1,GetById-1,200,OK,Web Service Employee 1-4,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539456927,1,GetDetails,200,OK,Web Service Employee 1-4,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539456927,1,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-4,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539456928,0,GetDetails-1,200,OK,Web Service Employee 1-4,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,0,0,0
1648539456929,1,GetById,200,OK,Web Service Employee 1-4,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539456929,0,GetById-0,307,Temporary Redirect,Web Service Employee 1-4,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539456929,1,GetById-1,200,OK,Web Service Employee 1-4,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539456931,4,GetDetails,200,OK,Web Service Employee 1-4,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539456931,1,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-4,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539456932,3,GetDetails-1,200,OK,Web Service Employee 1-4,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,2,0,0
1648539458891,21,GetById,200,OK,Web Service Employee 1-5,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,1
1648539458891,1,GetById-0,307,Temporary Redirect,Web Service Employee 1-5,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,1,0,1
1648539458893,19,GetById-1,200,OK,Web Service Employee 1-5,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,19,0,17
1648539458912,3,GetDetails,200,OK,Web Service Employee 1-5,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539458912,1,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-5,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539458913,2,GetDetails-1,200,OK,Web Service Employee 1-5,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539458915,2,GetById,200,OK,Web Service Employee 1-5,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539458915,0,GetById-0,307,Temporary Redirect,Web Service Employee 1-5,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539458916,1,GetById-1,200,OK,Web Service Employee 1-5,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539458917,3,GetDetails,200,OK,Web Service Employee 1-5,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539458917,1,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-5,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539458918,2,GetDetails-1,200,OK,Web Service Employee 1-5,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,2,0,0
1648539458920,3,GetById,200,OK,Web Service Employee 1-5,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539458920,1,GetById-0,307,Temporary Redirect,Web Service Employee 1-5,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,1,0,0
1648539458921,2,GetById-1,200,OK,Web Service Employee 1-5,text,true,,157,332,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,2,0,0
1648539458923,2,GetDetails,200,OK,Web Service Employee 1-5,text,true,,396,670,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539458923,1,GetDetails-0,307,Temporary Redirect,Web Service Employee 1-5,,true,,182,335,1,1,http://localhost:5000/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539458924,1,GetDetails-1,200,OK,Web Service Employee 1-5,text,true,,214,335,1,1,https://localhost:5001/api/Employee/GetEmployeeDetails?EmpID=1,1,0,0
1648539458926,2,GetById,200,OK,Web Service Employee 1-5,text,true,,336,664,1,1,https://localhost:5001/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
1648539458926,0,GetById-0,307,Temporary Redirect,Web Service Employee 1-5,,true,,179,332,1,1,http://localhost:5000/api/Employee/GetEmployeebyId?EmpID=1,0,0,0
